City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,rawah,34.4816,41.9093,10.86,62,0,3.21,IQ,1707273403
361,bacabal,-4.2917,-44.7917,24.39,91,78,1.69,BR,1707273230
362,pangkalanbuun,-2.6833,111.6167,26.04,89,100,1.53,ID,1707273403
363,nova vicosa,-17.8919,-39.3719,25.67,86,100,2.34,BR,1707273289
364,sodra sandby,56.5667,16.6167,0.5,83,44,10.47,SE,1707273403
365,hasaki,35.7333,140.8333,10.16,46,83,5.34,JP,1707273404
366,opuwo,-18.0607,13.84,19.95,89,99,1.73,NA,1707273364
367,saint-joseph,-21.3667,55.6167,23.21,78,82,1.61,RE,1707273404
368,yeosu,34.7546,127.6599,4.87,46,30,2.76,KR,1707273404
369,dedougou,12.4667,-3.4667,20.97,16,92,3.64,BF,1707273404
370,madison,34.7334,-86.5667,9.86,59,0,5.36,US,1707273404
371,zag,46.9441,99.165,-24.36,78,18,1.12,MN,1707273404
372,malango,-2.9627,119.9001,27.1,69,100,0.81,ID,1707273404
373,kharp,66.8014,65.8081,-20.89,100,100,1.18,RU,1707273199
374,gamay,12.3854,125.2979,28.24,68,85,4.0,PH,1707273404
375,bani mazar,28.5036,30.8004,11.42,86,0,3.25,EG,1707273404
376,las trojes,14.0667,-85.9833,14.63,58,0,1.87,HN,1707273404
377,sabha,27.0377,14.4283,10.54,48,0,1.73,LY,1707273404
378,kanniyakumari,8.0833,77.5667,25.73,69,10,7.73,IN,1707273405
379,kuytun,54.3419,101.5036,-15.8,98,92,2.25,RU,1707273405
380,ketchikan,55.3422,-131.6461,2.26,80,100,2.06,US,1707273405
381,quepos,9.4236,-84.1652,25.71,84,12,1.9,CR,1707273195
382,aflou,34.1128,2.1023,5.51,54,0,6.8,DZ,1707273405
383,champerico,14.3,-91.9167,26.39,69,47,1.35,GT,1707273405
384,smithers,54.7804,-127.1743,-2.82,86,100,1.03,CA,1707273405
385,lamu,-2.2717,40.902,26.5,85,19,4.42,KE,1707273406
386,berdigestyakh,62.0989,126.6992,-23.27,95,100,1.97,RU,1707273406
387,santo antonio do ica,-3.1022,-67.9397,24.09,98,100,0.7,BR,1707273406
388,greymouth,-42.4667,171.2,19.99,67,56,3.18,NZ,1707273406
389,vila velha,-20.3297,-40.2925,23.86,92,0,1.34,BR,1707273362
390,puerto carreno,6.189,-67.4859,26.73,79,40,1.96,CO,1707273406
391,guiuan,11.0333,125.7247,26.95,77,95,7.01,PH,1707273259
392,mount isa,-20.7333,139.5,32.87,46,99,5.14,AU,1707273406
393,carauari,-4.8828,-66.8958,23.46,98,100,0.63,BR,1707273406
394,huatabampo,26.8333,-109.6333,18.82,64,100,2.24,MX,1707273406
395,prince rupert,54.3161,-130.3201,1.83,100,100,1.54,CA,1707273321
396,deland,29.0283,-81.3031,13.41,67,0,4.63,US,1707273406
397,willmar,45.1219,-95.0433,5.49,100,0,2.06,US,1707273273
398,maloyaroslavets,55.0146,36.4719,-15.05,100,100,1.66,RU,1707273406
399,vung tau,10.346,107.0843,27.19,77,49,5.95,VN,1707273407
400,acopiara,-6.0953,-39.4525,24.56,79,97,2.88,BR,1707273407
401,qamdo,31.1667,97.2333,-5.79,32,2,3.45,CN,1707273407
402,akjoujt,19.6969,-14.4164,21.33,9,50,5.67,MR,1707273407
403,urucui,-7.2294,-44.5561,25.97,68,100,0.9,BR,1707273407
404,mancio lima,-7.6142,-72.8958,25.04,94,0,1.03,BR,1707273407
405,demba,-5.51,22.2667,19.89,95,99,1.38,CD,1707273407
406,lompoc,34.6391,-120.4579,11.94,80,20,4.63,US,1707273407
407,mushie,-3.0167,16.9,22.81,83,96,1.33,CD,1707273407
408,la sarre,48.8002,-79.1996,-0.31,96,100,3.3,CA,1707273190
409,santiago de cao,-7.9589,-79.2392,25.07,83,19,3.6,PE,1707273407
410,colonia menno,-22.3667,-59.8167,24.04,88,100,4.92,PY,1707273408
411,villa regina,-39.1,-67.0667,28.93,34,49,8.93,AR,1707273408
412,bac lieu,9.285,105.7244,28.69,68,100,5.33,VN,1707273408
413,alwar,27.5667,76.6,12.87,38,91,1.41,IN,1707273408
414,ternate,0.8,127.4,27.79,74,100,3.64,ID,1707273408
415,pangkalpinang,-2.1333,106.1333,28.86,69,100,2.76,ID,1707273408
416,constantia,44.1833,28.65,10.39,66,99,5.24,RO,1707273245
417,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-13.02,84,73,1.97,RU,1707273201
418,garachico,28.7781,-17.7646,17.06,27,0,2.06,ES,1707273408
419,sanaa,15.3547,44.2067,12.91,63,13,1.05,YE,1707273408
420,raduzhny,62.0961,77.475,-2.63,95,100,4.88,RU,1707273409
421,poltar,48.4309,19.7941,6.43,76,32,5.29,SK,1707273409
422,bandon,51.7469,-8.7425,4.77,90,100,2.36,IE,1707273409
423,banda aceh,5.5577,95.3222,28.58,67,5,3.76,ID,1707273409
424,sittwe,20.15,92.9,24.47,57,0,4.2,MM,1707273409
425,santa elena de uairen,4.6167,-61.1333,21.17,81,28,1.03,VE,1707273409
426,porto novo,6.4965,2.6036,23.58,66,34,1.62,BJ,1707273409
427,coahuayana de hidalgo,18.7,-103.6583,23.7,84,42,0.62,MX,1707273409
428,eyl,7.9803,49.8164,23.06,82,12,5.92,SO,1707273409
429,muisne,0.6,-80.0333,26.08,89,77,0.59,EC,1707273409
430,atchison,39.563,-95.1216,9.99,68,100,4.51,US,1707273410
431,shache,38.4167,77.2406,-2.94,74,82,1.32,CN,1707273410
432,galveston,29.3669,-94.9669,15.06,77,0,2.06,US,1707273366
433,bodaybo,57.8506,114.1933,-9.64,92,100,2.05,RU,1707273410
434,rangpur,25.75,89.25,17.77,54,0,4.19,BD,1707273410
435,hithadhoo,-0.6,73.0833,28.32,74,34,3.0,MV,1707273410
436,terenozek,45.05,64.9833,-0.32,85,78,9.19,KZ,1707273410
437,siwa oasis,29.2041,25.5195,12.63,63,0,2.54,EG,1707273410
438,fort-shevchenko,44.5086,50.263,2.13,86,100,12.48,KZ,1707273410
439,chaoyang,41.5703,120.4586,-2.75,31,0,1.33,CN,1707273411
440,myshkin,57.7897,38.4545,-26.06,100,100,1.67,RU,1707273411
441,rocha,-34.4833,-54.3333,18.6,86,6,3.65,UY,1707273411
442,winburg,-28.518,27.0093,16.36,23,41,0.76,ZA,1707273411
443,elizabeth city,36.2946,-76.2511,5.01,69,75,9.26,US,1707273411
444,mumford,5.2618,-0.759,24.99,87,5,1.19,GH,1707273411
445,red lion,39.9009,-76.6058,1.14,67,0,0.99,US,1707273411
446,yeraliyev,43.2,51.65,3.43,86,100,9.96,KZ,1707273411
447,ajaccio,42.0,8.9167,8.03,88,75,4.12,FR,1707273411
448,happy valley-goose bay,53.3168,-60.3315,-17.83,78,20,2.06,CA,1707273412
449,upata,8.0086,-62.3989,26.77,71,8,2.47,VE,1707273412
450,penzance,50.1186,-5.5371,14.31,97,100,11.08,GB,1707273214
451,pacasmayo,-7.4006,-79.5714,25.05,77,54,4.74,PE,1707273210
452,benjamin constant,-4.3831,-70.0311,24.07,98,100,0.95,BR,1707273412
453,ekero,0.3253,34.5044,16.9,59,1,2.56,KE,1707273412
454,le port,-20.9373,55.2919,25.98,75,49,2.23,RE,1707273412
455,vrangel',42.7297,133.0839,-4.19,44,0,4.63,RU,1707273412
456,pionerskiy,54.9508,20.2275,6.75,84,100,14.79,RU,1707273412
457,kolonia,50.9333,6.95,11.65,82,100,6.69,DE,1707273380
458,sakakah,29.9697,40.2064,6.76,66,5,1.18,SA,1707273412
459,argo,37.6333,22.7333,11.55,53,5,2.58,GR,1707273412
460,fale old settlement,-9.3852,-171.2468,28.73,81,100,10.73,TK,1707273412
461,namsos,64.4662,11.4957,-7.97,85,15,6.17,NO,1707273413
462,nar'yan-mar,67.6713,53.087,-24.94,97,99,1.79,RU,1707273413
463,manadhoo,5.7667,73.3833,27.96,71,33,7.44,MV,1707273413
464,jamaame,0.0697,42.745,26.2,87,96,4.68,SO,1707273413
465,atar,20.5169,-13.0499,19.74,10,7,5.0,MR,1707273413
466,yasnyy,51.0333,59.8742,-7.22,85,100,11.11,RU,1707273413
467,bhamo,24.2667,97.2333,17.26,85,95,0.71,MM,1707273413
468,arraial do cabo,-22.9661,-42.0278,25.32,88,100,1.18,BR,1707273413
469,sandnessjoen,66.0217,12.6316,-15.71,96,100,6.98,NO,1707273413
470,chibougamau,49.9168,-74.3659,-4.21,74,75,3.09,CA,1707273413
471,koryazhma,61.3143,47.1691,-27.83,100,85,1.02,RU,1707273414
472,khandyga,62.6667,135.6,-32.41,94,100,0.68,RU,1707273414
473,rio grande,-32.035,-52.0986,21.17,83,30,4.84,BR,1707273414
474,nanguneri,8.4933,77.6581,25.56,71,10,4.65,IN,1707273414
475,veracruz,19.3333,-96.6667,14.33,90,10,1.01,MX,1707273254
476,khada,27.1833,83.8833,13.32,55,54,3.69,IN,1707273414
477,freeport,40.6576,-73.5832,3.47,68,0,3.09,US,1707273351
478,paradip garh,20.3167,86.6167,24.38,80,4,4.29,IN,1707273414
479,leh,34.1667,77.5833,-21.45,85,73,1.19,IN,1707273414
480,coquimbo,-29.9533,-71.3436,18.85,94,0,2.06,CL,1707273296
481,kaiapoi,-43.3783,172.6401,24.28,56,52,7.72,NZ,1707273415
482,monrovia,6.3005,-10.7969,26.53,85,4,1.04,LR,1707273415
483,sarangani,5.4033,125.4636,27.34,75,100,4.23,PH,1707273415
484,kalmunai,7.4167,81.8167,27.2,65,66,2.94,LK,1707273414
485,villa gesell,-37.2639,-56.973,21.7,92,99,6.51,AR,1707273416
486,rhar el melah,37.1694,10.1906,11.82,71,100,5.67,TN,1707273416
487,nantucket,41.2835,-70.0995,1.1,86,40,7.72,US,1707273234
488,wanning,18.8003,110.3967,25.02,78,97,3.56,CN,1707273416
489,zhanaozen,43.3,52.8,0.33,97,100,8.52,KZ,1707273416
490,encruzilhada do sul,-30.5439,-52.5219,17.78,98,73,1.75,BR,1707273416
491,dakhla,23.6848,-15.958,20.1,39,67,4.67,EH,1707273416
492,broken hill,-31.95,141.4333,25.77,22,63,8.37,AU,1707273416
493,eaglehawk,-36.7333,144.25,24.65,29,0,4.65,AU,1707273416
494,noosa heads,-26.3833,153.15,28.95,76,28,6.55,AU,1707273157
495,mar del plata,-38.0023,-57.5575,22.01,91,0,11.18,AR,1707273171
496,kapa'a,22.0752,-159.319,26.99,66,75,8.75,US,1707273416
497,naters,46.3254,7.9891,4.97,77,23,2.38,CH,1707273416
498,demopolis,32.5176,-87.8364,8.97,71,0,0.0,US,1707273416
499,jati,24.3539,68.2671,20.93,75,100,3.46,PK,1707273416
500,saint-pierre,-21.3393,55.4781,23.82,60,20,2.57,RE,1707273416
501,plastun,44.7561,136.2939,-5.22,43,0,3.08,RU,1707273417
502,axim,4.8699,-2.2405,24.81,86,8,1.75,GH,1707273417
503,mapastepec,15.4333,-92.9,22.33,44,0,2.85,MX,1707273417
504,oum hadjer,13.2954,19.6966,18.42,23,99,4.33,TD,1707273417
505,murzuq,25.9155,13.9184,10.02,50,54,2.71,LY,1707273417
506,charters towers,-20.1,146.2667,34.4,38,27,3.7,AU,1707273417
507,vadso,70.0744,29.7487,-10.91,85,100,8.23,NO,1707273417
508,mount pearl,47.5166,-52.7813,-0.38,93,100,12.35,CA,1707273306
509,corner brook,48.9667,-57.9484,-3.91,98,64,0.17,CA,1707273365
510,firuzabad,28.8438,52.5707,3.54,62,0,2.24,IR,1707273417
511,cill airne,52.05,-9.5167,3.95,91,100,1.56,IE,1707273417
512,waingapu,-9.6567,120.2641,30.81,63,26,2.15,ID,1707273417
513,gizo,-8.103,156.8419,29.35,76,62,6.77,SB,1707273418
514,katsuura,35.1333,140.3,8.64,53,100,4.41,JP,1707273378
515,smirnovo,54.5125,69.4222,-6.99,87,100,8.23,KZ,1707273419
516,acarau,-2.8856,-40.12,26.88,85,21,5.96,BR,1707273396
517,totness,5.8833,-56.3167,24.77,93,12,3.19,SR,1707273419
518,brcko,44.8728,18.8083,0.9,80,100,1.97,BA,1707273419
519,grangwav,18.4289,-72.7706,23.97,78,50,2.35,HT,1707273419
520,shitanjing,39.2342,106.3439,-6.91,56,100,0.77,CN,1707273419
521,erdenet,49.0333,104.0833,-15.98,82,78,1.28,MN,1707273419
522,yaren,-0.5472,166.916,29.12,74,100,7.04,NR,1707273419
523,dolores,-36.3132,-57.6792,21.11,94,100,4.35,AR,1707273365
524,berea,41.3662,-81.8543,0.49,88,0,2.06,US,1707273419
525,moose jaw,50.4001,-105.5344,-0.86,93,100,4.63,CA,1707273419
526,erenhot,43.6475,111.9767,-14.23,88,30,2.6,CN,1707273419
527,mahanje,-9.9333,35.3333,16.85,93,100,1.28,TZ,1707273420
528,araguaina,-7.1911,-48.2072,23.92,86,86,1.46,BR,1707273313
529,bom jesus,-9.0744,-44.3586,24.05,70,75,0.64,BR,1707273420
530,dahlonega,34.5326,-83.9849,8.79,63,2,1.74,US,1707273420
531,sangueya,10.7,-14.3667,22.02,91,0,0.77,GN,1707273420
532,mil'kovo,55.6078,37.7956,-7.78,100,97,0.85,RU,1707273420
533,gornopravdinsk,60.05,69.9,-1.75,92,100,4.84,RU,1707273420
534,galle,6.0367,80.217,26.01,76,48,3.1,LK,1707273420
535,tucuma,-0.1833,-50.05,25.16,93,92,2.27,BR,1707273420
536,hong kong,22.2855,114.1577,19.97,93,100,5.36,HK,1707273231
537,neelankarai,12.9455,80.2575,23.03,88,40,1.54,IN,1707273420
538,flying fish cove,-10.4217,105.6791,27.82,83,100,2.57,CX,1707273419
539,bikenibeu village,1.3673,173.1241,30.98,79,75,4.12,KI,1707273420
540,ambalangoda,6.2355,80.0538,26.99,80,50,3.15,LK,1707273421
541,lundazi,-12.2929,33.1782,17.13,96,99,2.04,ZM,1707273421
542,chambas,22.1928,-78.9136,19.46,62,51,7.18,CU,1707273421
543,usogorsk,63.4106,48.6872,-28.52,100,99,1.12,RU,1707273421
544,tobruk,32.0836,23.9764,14.09,75,0,4.71,LY,1707273421
545,princeville,45.7668,-61.2985,-0.76,92,100,1.54,CA,1707273421
546,guayaramerin,-10.8368,-65.3614,23.14,97,35,0.27,BO,1707273421
547,betio village,1.358,172.9211,31.02,78,31,6.61,KI,1707273421
548,gafanha da nazare,40.6362,-8.7134,11.12,93,95,4.7,PT,1707273422
549,kolonia town,6.964,158.206,31.06,66,100,5.14,FM,1707273422
550,codrington,-38.2667,141.9667,20.01,53,52,5.47,AU,1707273393
551,acapulco de juarez,16.8634,-99.8901,26.9,69,75,2.57,MX,1707273422
552,tandil,-37.3217,-59.1332,20.72,86,40,3.08,AR,1707273422
553,millau,44.0833,2.9167,7.23,97,89,1.46,FR,1707273422
554,pecos,31.4229,-103.4932,14.61,39,100,11.95,US,1707273422
555,durango,24.8333,-104.8333,15.57,15,95,3.81,MX,1707273245
556,el quebrachal,-25.2833,-64.0667,24.66,72,42,0.57,AR,1707273422
557,purranque,-40.9167,-73.1667,18.63,98,100,1.24,CL,1707273423
558,balabac,7.9868,117.0645,28.08,73,11,4.74,PH,1707273423
559,briancon,44.9,6.65,3.53,79,92,1.94,FR,1707273423
560,alta,69.9689,23.2717,-13.41,85,100,1.03,NO,1707273423
561,aripuana,-9.1667,-60.6333,23.81,82,46,1.04,BR,1707273423
562,semirom,31.4167,51.5667,-4.81,94,43,1.64,IR,1707273424
